_ID,index_in_page,NAME,GROUP,DAY/TIME/ROOM1,DAY/TIME/ROOM2,DAY/TIME/ROOM3,DAY/TIME/ROOM4,PROFESSORS,PROFESSOR1,PROFESSOR2,PROFESSOR3,PROFESSOR4,DAY1,TIME1,ROOM1,DAY2,TIME2,ROOM2,DAY3,TIME3,ROOM3,DAY4,TIME4,ROOM4
163,164,QUIMICA GENERAL,A-I,MARTES/15-16/F7,JUEVES/15-17/F1,LUNES/8-11/LAB. DE QUIMICA EDIF. G,,GUADALUPE FLORES ESTRADA/LAURA EDITH CASTELLANO TORRES,GUADALUPE FLORES ESTRADA,LAURA EDITH CASTELLANO TORRES,,,MARTES,15-16,F7,JUEVES,15-17,F1,LUNES,8-11,LAB. DE QUIMICA EDIF. G,,,
164,165,QUIMICA GENERAL,B-IV,LUNES/10-12/ AUDITORIO EDIF.  G,VIERNES/11-12/AUDITORIO DEL EDIF. B,MARTES/11-14/LAB. DE QUIMICA EDIF. G,,MINERVA PAOLA BARRIOS CEBALLOS/MARIA CONCEPCION GARCIA CASTANEDA,MINERVA PAOLA BARRIOS CEBALLOS,MARIA CONCEPCION GARCIA CASTANEDA,,,LUNES,10-12,AUDITORIO EDIF.  G,VIERNES,11-12,AUDITORIO DEL EDIF. B,MARTES,11-14,LAB. DE QUIMICA EDIF. G,,,
165,166,QUIMICA GENERAL,C-I,MIERCOLES/11-12/AUDITORIO G,VIERNES/10-12/AUDITORIO G,LUNES/8-11/LAB. DE QUIMICA EDIF. G,,SUSANA FIGUEROA GERSTENMAIER/LAURA EDITH CASTELLANO TORRES,SUSANA FIGUEROA GERSTENMAIER,LAURA EDITH CASTELLANO TORRES,,,MIERCOLES,11-12,AUDITORIO G,VIERNES,10-12,AUDITORIO G,LUNES,8-11,LAB. DE QUIMICA EDIF. G,,,
166,167,QUIMICA GENERAL,C-II,MIERCOLES/11-12/AUDITORIO G,VIERNES/10-12/AUDITORIO G,MIERCOLES/8-11/LAB. DE QUIMICA EDIF. G,,SUSANA FIGUEROA GERSTENMAIER/EDGAR VAZQUEZ NUNEZ,SUSANA FIGUEROA GERSTENMAIER,EDGAR VAZQUEZ NUNEZ,,,MIERCOLES,11-12,AUDITORIO G,VIERNES,10-12,AUDITORIO G,MIERCOLES,8-11,LAB. DE QUIMICA EDIF. G,,,
167,168,QUIMICA GENERAL,C-III,MIERCOLES/11-12/AUDITORIO G,VIERNES/10-12/AUDITORIO G,MIERCOLES/12-15/LAB. DE QUIMICA EDIF. G,,SUSANA FIGUEROA GERSTENMAIER/LAURA EDITH CASTELLANO TORRES,SUSANA FIGUEROA GERSTENMAIER,LAURA EDITH CASTELLANO TORRES,,,MIERCOLES,11-12,AUDITORIO G,VIERNES,10-12,AUDITORIO G,MIERCOLES,12-15,LAB. DE QUIMICA EDIF. G,,,
168,169,QUIMICA INORGANICA DESCRIPTIVA,A-I,JUEVES/9-10/ G1,VIERNES/8-10/F1,JUEVES/12-15/LAB. DE QUIMICA EDIF. G,,JOSE ANTONIO REYES AGUILERA,JOSE ANTONIO REYES AGUILERA,,,,JUEVES,9-10,G1,VIERNES,8-10,F1,JUEVES,12-15,LAB. DE QUIMICA EDIF. G,,,
169,170,QUIMICA INORGANICA DESCRIPTIVA,B-II,LUNES/10-11/C3,MARTES/10-12/F8,LUNES/11-14/LAB. DE QUIMICA EDIF. G,,MARIA DE LOS ANGELES MENDOZA,MARIA DE LOS ANGELES MENDOZA,,,,LUNES,10-11,C3,MARTES,10-12,F8,LUNES,11-14,LAB. DE QUIMICA EDIF. G,,,
170,171,QUIMICA ORGANICA AVANZADA,A-I,LUNES/12-14/F7,MARTES/13-14/F9,JUEVES/8-11/LAB. DE QUIMICA EDIF. F,,ANA LILIA GONZALEZ YEBRA/LEONARDO ALVAREZ VALTIERRA,ANA LILIA GONZALEZ YEBRA,LEONARDO ALVAREZ VALTIERRA,,,LUNES,12-14,F7,MARTES,13-14,F9,JUEVES,8-11,LAB. DE QUIMICA EDIF. F,,,
171,172,QUIMICA ORGANICA AVANZADA,A-II,LUNES/12-14/F7,MARTES/13-14/F9,MIERCOLES/12-15/LAB. DE QUIMICA EDIF. F,,ANA LILIA GONZALEZ YEBRA,ANA LILIA GONZALEZ YEBRA,,,,LUNES,12-14,F7,MARTES,13-14,F9,MIERCOLES,12-15,LAB. DE QUIMICA EDIF. F,,,
172,173,QUIMICA ORGANICA BASICA,A-I,MARTES/8-10/G1,JUEVES/8-9/G1,LUNES/8-11/LAB. DE QUIMICA EDIF. F,,BIRZABITH MENDOZA NOVELO/JOSE JORGE DELGADO GARCIA,BIRZABITH MENDOZA NOVELO,JOSE JORGE DELGADO GARCIA,,,MARTES,8-10,G1,JUEVES,8-9,G1,LUNES,8-11,LAB. DE QUIMICA EDIF. F,,,
173,174,QUIMICA ORGANICA BASICA,A-III,MARTES/8-10/G1,JUEVES/8-9/G1,VIERNES/8-11/LAB. DE QUIMICA EDIF. F,,BIRZABITH MENDOZA NOVELO/PATRICIA MARIA OLMOS MOYA,BIRZABITH MENDOZA NOVELO,PATRICIA MARIA OLMOS MOYA,,,MARTES,8-10,G1,JUEVES,8-9,G1,VIERNES,8-11,LAB. DE QUIMICA EDIF. F,,,
174,175,QUIMICA ORGANICA BASICA,A-V,MARTES/8-10/G1,JUEVES/8-9/G1,MARTES/13-16/LAB. DE QUIMICA EDIF. F,,BIRZABITH MENDOZA NOVELO/ARGELIA ROSILLO DE LA TORRE,BIRZABITH MENDOZA NOVELO,ARGELIA ROSILLO DE LA TORRE,,,MARTES,8-10,G1,JUEVES,8-9,G1,MARTES,13-16,LAB. DE QUIMICA EDIF. F,,,
175,176,QUIMICA ORGANICA BASICA,B-V,MIERCOLES/10-12/F7,VIERNES/10-11/F7,MARTES/13-16/LAB. DE QUIMICA EDIF. F,,MARIA DE LOS ANGELES MENDOZA/ARGELIA ROSILLO DE LA TORRE,MARIA DE LOS ANGELES MENDOZA,ARGELIA ROSILLO DE LA TORRE,,,MIERCOLES,10-12,F7,VIERNES,10-11,F7,MARTES,13-16,LAB. DE QUIMICA EDIF. F,,,
176,177,QUIMICA ORGANICA BASICA,B-VI,MIERCOLES/10-12/F7,VIERNES/10-11/F7,VIERNES/12-15/LAB. DE QUIMICA EDIF. F,,MARIA DE LOS ANGELES MENDOZA/ARGELIA ROSILLO DE LA TORRE,MARIA DE LOS ANGELES MENDOZA,ARGELIA ROSILLO DE LA TORRE,,,MIERCOLES,10-12,F7,VIERNES,10-11,F7,VIERNES,12-15,LAB. DE QUIMICA EDIF. F,,,
177,178,QUIMICA ORGANICA BASICA,C-II,MIERCOLES/11-12/F8,VIERNES/12-14/F8,MIERCOLES/8-11/LAB. DE QUIMICA EDIF. F,,MARIA CONCEPCION GARCIA CASTANEDA/GUSTAVO BASURTO ISLAS,MARIA CONCEPCION GARCIA CASTANEDA,GUSTAVO BASURTO ISLAS,,,MIERCOLES,11-12,F8,VIERNES,12-14,F8,MIERCOLES,8-11,LAB. DE QUIMICA EDIF. F,,,
178,179,QUIMICA ORGANICA BASICA,C-IV,MIERCOLES/11-12/F8,VIERNES/12-14/F8,LUNES/12-15/LAB. DE QUIMICA EDIF. F,,MARIA CONCEPCION GARCIA CASTANEDA/BIRZABITH MENDOZA NOVELO,MARIA CONCEPCION GARCIA CASTANEDA,BIRZABITH MENDOZA NOVELO,,,MIERCOLES,11-12,F8,VIERNES,12-14,F8,LUNES,12-15,LAB. DE QUIMICA EDIF. F,,,
179,180,RADIOLOGIA,A,LUNES/17-19/F5,MIERCOLES/17-19/F5,JUEVES/17-19/C2,,MANUEL IVAN LEON MADRID,MANUEL IVAN LEON MADRID,,,,LUNES,17-19,F5,MIERCOLES,17-19,F5,JUEVES,17-19,C2,,,
180,181,SEGURIDAD E HIGIENE LABORAL,A,JUEVES/16-19/AUDITORIO DE EDIF. G,,,,GERARDO DE JESUS MORENO VARGAS,GERARDO DE JESUS MORENO VARGAS,,,,JUEVES,16-19,AUDITORIO DE EDIF. G,,,,,,,,,
181,182,SIMULACION MOLECULAR Y QUIMICA COMPUTACIONAL,A,MARTES/17-19/CENTRO DE COMPUTO 1,JUEVES/17-19/CENTRO DE COMPUTO 1,,,SUSANA FIGUEROA GERSTENMAIER/JULIO CESAR ARMAS PEREZ/ ALBERTO SANCHEZ,SUSANA FIGUEROA GERSTENMAIER,JULIO CESAR ARMAS PEREZ,ALBERTO SANCHEZ,,MARTES,17-19,CENTRO DE COMPUTO 1,JUEVES,17-19,CENTRO DE COMPUTO 1,,,,,,
182,183,SINTESIS DE POLIMEROS,A,MIERCOLES/17-19/F8,"JUEVES/17-19/LAB. DE QUIMICA, EDIF. F",,,LUIS RUBEN TORRES FERRER,LUIS RUBEN TORRES FERRER,,,,MIERCOLES,17-19,F8,JUEVES,17-19,"LAB. DE QUIMICA, EDIF. F",,,,,,
183,184,SISTEMAS LINEALES,A,MARTES/10-12/F5,VIERNES/10-12/F9,,,MARIANA VILLAGOMEZ MORA,MARIANA VILLAGOMEZ MORA,,,,MARTES,10-12,F5,VIERNES,10-12,F9,,,,,,
184,185,SISTEMAS LINEALES,B,MARTES/12-14/G1,JUEVES/12-14/F9,,,ARTURO GONZALEZ VEGA,ARTURO GONZALEZ VEGA,,,,MARTES,12-14,G1,JUEVES,12-14,F9,,,,,,
185,186,SISTEMAS LINEALES,C,MARTES/17-19/F6,JUEVES/17-19/F6,,,EDUARDO MONTES RAMIREZ,EDUARDO MONTES RAMIREZ,,,,MARTES,17-19,F6,JUEVES,17-19,F6,,,,,,
186,187,TALLER DE HERRAMIENTAS PARA EL APRENDIZAJE,A,JUEVES/14-15/F5,VIERNES/13-15/CENTRO DE COMPUTO 1,,,JOSE GUSTAVO SAMANO DAVILA,JOSE GUSTAVO SAMANO DAVILA,,,,JUEVES,14-15,F5,VIERNES,13-15,CENTRO DE COMPUTO 1,,,,,,
187,188,TECNICAS FISICAS PARA DIAGNOSTICO MEDICO Y TERAPIA,A,MIERCOLES/12-14/LAB. DE TECNOLOGIA E INNOVACION HOSPITALARIA,VIERNES/14-16/LAB. DE TECNOLOGIA E INNOVACION HOSPITALARIA,,,ARTURO VEGA GONZALEZ,ARTURO VEGA GONZALEZ,,,,MIERCOLES,12-14,LAB. DE TECNOLOGIA E INNOVACION HOSPITALARIA,VIERNES,14-16,LAB. DE TECNOLOGIA E INNOVACION HOSPITALARIA,,,,,,
188,189,TEORIA CLASICA DE CAMPOS,A,LUNES/17-19/F8,JUEVES/17-19/C3,,,ALBERTO DIEZ TEJEDOR,ALBERTO DIEZ TEJEDOR,,,,LUNES,17-19,F8,JUEVES,17-19,C3,,,,,,
189,190,TEORIA DE GRUPOS,A,LUNES/15-17/SALA DE JUNTAS EDIF. A,MIERCOLES/15-17/SALA DE JUNTAS EDIF.A,,,DAVID Y. G. DELEPINE,DAVID Y. G. DELEPINE,,,,LUNES,15-17,SALA DE JUNTAS EDIF. A,MIERCOLES,15-17,SALA DE JUNTAS EDIF.A,,,,,,
190,191,TERMODINAMICA,A-I,MARTES/13-15/F5,JUEVES/12-14/F5,"MARTES/8-10/LAB. DE TERMODINAMICA, EDIF. G",,JULIO CESAR ARMAS PEREZ/ANDREA CEJA FERNANDEZ,JULIO CESAR ARMAS PEREZ,ANDREA CEJA FERNANDEZ,,,MARTES,13-15,F5,JUEVES,12-14,F5,MARTES,8-10,"LAB. DE TERMODINAMICA, EDIF. G",,,
191,192,TERMODINAMICA,A-III,MARTES/13-15/F5,JUEVES/12-14/F5,"JUEVES/14-16/LAB. DE TERMODINAMICA, EDIF. G",,JULIO CESAR ARMAS PEREZ/LUIS SALVADOR VALLE GARCIA,JULIO CESAR ARMAS PEREZ,LUIS SALVADOR VALLE GARCIA,,,MARTES,13-15,F5,JUEVES,12-14,F5,JUEVES,14-16,"LAB. DE TERMODINAMICA, EDIF. G",,,
192,193,TERMODINAMICA,B-II,MARTES/8-10/ C3,VIERNES/8-10/C3,"VIERNES/10-12/LAB. DE TERMODINAMICA, EDIF. G",,NESTOR MANUEL DE LO SANTOS LOPEZ/JOSE FERNANDO HERNANDEZ RODRIGUEZ,NESTOR MANUEL DE LO SANTOS LOPEZ,JOSE FERNANDO HERNANDEZ RODRIGUEZ,,,MARTES,8-10,C3,VIERNES,8-10,C3,VIERNES,10-12,"LAB. DE TERMODINAMICA, EDIF. G",,,
193,194,TERMODINAMICA QUIMICA,A-I,LUNES/10-12/F2,MIERCOLES/8-10/CENTRO DE COMPUTO 2,VIERNES/10-12/G2,,SUSANA FIGUEROA GERSTENMAIER/JULIO CESAR ARMAS PEREZ,SUSANA FIGUEROA GERSTENMAIER,JULIO CESAR ARMAS PEREZ,,,LUNES,10-12,F2,MIERCOLES,8-10,CENTRO DE COMPUTO 2,VIERNES,10-12,G2,,,
194,195,TOPICOS SELECTOS DE ASTRONOMIA,A,LUNES/14-16/AUDITORIO DEL EDIF. B,MIERCOLES/14-16/AUDITORIO DEL EDIF. B,,,OCTAVIO JOSE OBREGON DIAZ,OCTAVIO JOSE OBREGON DIAZ,,,,LUNES,14-16,AUDITORIO DEL EDIF. B,MIERCOLES,14-16,AUDITORIO DEL EDIF. B,,,,,,
195,196,TOPICOS SELECTOS DE ASTRONOMIA,B,LUNES/14-16/C2,MIERCOLES/14-16/C2,,,CARSTEN HOLTFORT,CARSTEN HOLTFORT,,,,LUNES,14-16,C2,MIERCOLES,14-16,C2,,,,,,
196,197,VARIABLE COMPLEJA,A,LUNES/8-10/F9,MIERCOLES/8-10/F9,,,VICENTE SIERRA ROSAS,VICENTE SIERRA ROSAS,,,,LUNES,8-10,F9,MIERCOLES,8-10,F9,,,,,,
197,198,VARIABLE COMPLEJA,B,MIERCOLES/10-12/G1,VIERNES/12-14/G1,,,OWEN PAVEL FERNANDEZ PIEDRA,OWEN PAVEL FERNANDEZ PIEDRA,,,,MIERCOLES,10-12,G1,VIERNES,12-14,G1,,,,,,
198,199,VARIABLE COMPLEJA,C,MARTES/12-14/C3,MIERCOLES/10-12/C3,,,OSCAR MIGUEL SABIDO MORENO,OSCAR MIGUEL SABIDO MORENO,,,,MARTES,12-14,C3,MIERCOLES,10-12,C3,,,,,,
